num_voters,title,url,avg_rating,rank,geek_rating,release_date
3620.0,Loony Quest,/boardgame/136991/loony-quest,7.06,650,6.68,2015
2267.0,Vanuatu,/boardgame/104020/vanuatu,7.27,651,6.679,2011
2151.0,Maria,/boardgame/40354/maria,7.97,254,7.118,2009
16357.0,Flash Point: Fire Rescue,/boardgame/100901/flash-point-fire-rescue,7.26,255,7.117,2011
13779.0,Ingenious,/boardgame/9674/ingenious,7.15,334,7.011,2004
5181.0,Dice Forge,/boardgame/194594/dice-forge,7.39,335,7.008,2017
1793.0,Magic Realm,/boardgame/22/magic-realm,7.17,938,6.463,1979
4653.0,Onirim,/boardgame/71836/onirim,6.72,939,6.462,2010
2351.0,Smash Up: Monster Smash,/boardgame/160018/smash-monster-smash,7.41,576,6.76,2014
13848.0,6 nimmt!,/boardgame/432/6-nimmt,6.89,577,6.759,1994
6246.0,Medici,/boardgame/46/medici,7.15,442,6.887,1995
1292.0,Combat Commander: Pacific,/boardgame/28181/combat-commander-pacific,8.08,443,6.885,2008
1324.0,Québec,/boardgame/91984/quebec,7.15,1040,6.404,2011
983.0,Dragonfire,/boardgame/226501/dragonfire,7.72,1041,6.402,2017
1016.0,Dragon Castle,/boardgame/232219/dragon-castle,7.47,1104,6.366,2017
3590.0,Cold War: CIA vs KGB,/boardgame/24742/cold-war-cia-vs-kgb,6.65,1105,6.364,2007
11691.0,Catan Card Game,/boardgame/278/catan-card-game,6.75,742,6.603,1996
18973.0,Machi Koro,/boardgame/143884/machi-koro,6.7,743,6.603,2012
2211.0,World's Fair 1893,/boardgame/178336/worlds-fair-1893,7.29,652,6.677,2016
4024.0,Domaine,/boardgame/5737/domaine,7.02,653,6.676,2003
7674.0,Glen More,/boardgame/66362/glen-more,7.34,256,7.111,2010
11464.0,Mansions of Madness,/boardgame/83330/mansions-madness,7.36,257,7.109,2011
2931.0,First Class,/boardgame/206941/first-class,7.59,336,7.007,2016
3519.0,Struggle of Empires,/boardgame/9625/struggle-empires,7.5,337,7.006,2004
2501.0,Arctic Scavengers,/boardgame/41933/arctic-scavengers,6.91,940,6.461,2009
3220.0,I'm the Boss!,/boardgame/115/im-boss,6.81,941,6.461,1994
3334.0,Discoveries,/boardgame/171669/discoveries,7.18,578,6.759,2015
6833.0,Ricochet Robots,/boardgame/51/ricochet-robots,7.0,579,6.758,1999
7261.0,Yspahan,/boardgame/22345/yspahan,7.11,444,6.884,2006
2344.0,Summoner Wars: Phoenix Elves vs Tundra Orcs,/boardgame/82421/summoner-wars-phoenix-elves-vs-tundra-orcs,7.57,445,6.883,2009
2344.0,The Red Dragon Inn 2,/boardgame/33451/red-dragon-inn-2,6.9,1042,6.401,2008
1540.0,Legend of the Five Rings,/boardgame/1887/legend-five-rings,7.14,1043,6.4,1995
1629.0,Seeland,/boardgame/63759/seeland,6.95,1106,6.363,2010
2474.0,Relic,/boardgame/128442/relic,6.87,1107,6.363,2013
1947.0,Axis & Allies Anniversary Edition,/boardgame/35052/axis-allies-anniversary-edition,7.41,744,6.601,2008
2548.0,Dark Moon,/boardgame/111124/dark-moon,7.1,745,6.6,2011
2205.0,The Pursuit of Happiness,/boardgame/181687/pursuit-happiness,7.28,654,6.675,2015
2162.0,Unfair,/boardgame/179172/unfair,7.46,655,6.674,2017
4920.0,Lord of the Rings: The Confrontation,/boardgame/18833/lord-rings-confrontation,7.49,258,7.108,2005
17966.0,For Sale,/boardgame/172/sale,7.22,259,7.107,1997
6097.0,Carson City,/boardgame/39938/carson-city,7.29,338,7.005,2009
20553.0,RoboRally,/boardgame/18/roborally,7.12,339,7.004,1994
925.0,878: Vikings – Invasions of England,/boardgame/204516/878-vikings-invasions-england,7.72,942,6.461,2017
787.0,Stuffed Fables,/boardgame/233312/stuffed-fables,8.02,943,6.46,2018
1475.0,Wilderness War,/boardgame/1822/wilderness-war,7.76,580,6.754,2001
2239.0,The Others,/boardgame/172047/others,7.55,581,6.754,2016
6470.0,The Downfall of Pompeii,/boardgame/13004/downfall-pompeii,7.13,446,6.882,2004
1856.0,Argent: The Consortium,/boardgame/144797/argent-consortium,7.75,447,6.882,2015
1811.0,2 de Mayo,/boardgame/36522/2-de-mayo,6.96,1044,6.399,2008
762.0,Project: ELITE,/boardgame/171726/project-elite,7.77,1045,6.398,2016
1997.0,Favor of the Pharaoh,/boardgame/171011/favor-pharaoh,6.86,1108,6.363,2015
835.0,Keyper,/boardgame/212516/keyper,7.53,1109,6.362,2017
992.0,Empire of the Sun,/boardgame/11825/empire-sun,7.97,746,6.599,2005
1105.0,Legend of the Five Rings: The Card Game,/boardgame/184151/legend-five-rings-card-game,7.97,747,6.598,2017
2149.0,Warhammer Quest,/boardgame/1634/warhammer-quest,7.42,656,6.673,1995
2031.0,Islebound,/boardgame/185589/islebound,7.34,657,6.673,2016
7712.0,Amun-Re,/boardgame/5404/amun-re,7.35,260,7.106,2003
2478.0,Tyrants of the Underdark,/boardgame/189932/tyrants-underdark,7.9,261,7.106,2016
2220.0,The Great Zimbabwe,/boardgame/111341/great-zimbabwe,7.75,340,7.004,2012
1702.0,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,/boardgame/204305/sherlock-holmes-consulting-detective-jack-ripper-w,8.06,341,7.002,2017
2639.0,51st State,/boardgame/73369/51st-state,6.88,944,6.459,2010
1223.0,World in Flames,/boardgame/1499/world-flames,7.51,945,6.458,1985
7302.0,Formula Dé,/boardgame/173/formula-de,6.99,582,6.753,1991
4569.0,Dream Factory,/boardgame/904/dream-factory,7.06,583,6.752,2000
4699.0,Tash-Kalar: Arena of Legends,/boardgame/146278/tash-kalar-arena-legends,7.24,448,6.882,2013
1205.0,Summoner Wars: Alliances Master Set,/boardgame/158889/summoner-wars-alliances-master-set,8.25,449,6.88,2015
1642.0,La Boca,/boardgame/136280/la-boca,7.02,1046,6.397,2013
2004.0,Sluff Off!,/boardgame/8129/sluff,6.9,1047,6.397,2003
4516.0,Wasabi!,/boardgame/33154/wasabi,6.54,1201,6.321,2008
632.0,Infinity,/boardgame/21133/infinity,8.06,1110,6.361,2005
2771.0,Fjords,/boardgame/15511/fjords,6.72,1111,6.361,2005
7699.0,Fairy Tale,/boardgame/13823/fairy-tale,6.76,748,6.597,2004
1786.0,Firenze,/boardgame/75449/firenze,7.27,749,6.596,2010
1444.0,Assyria,/boardgame/43152/assyria,6.9,1301,6.28,2009
1178.0,No Retreat! The Russian Front,/boardgame/68264/no-retreat-russian-front,7.86,658,6.672,2011
3959.0,Diamonds,/boardgame/152162/diamonds,7.01,659,6.671,2014
5837.0,London,/boardgame/65781/london,7.4,262,7.103,2010
7074.0,Pandemic: The Cure,/boardgame/150658/pandemic-cure,7.37,263,7.102,2014
7949.0,Nexus Ops,/boardgame/15363/nexus-ops,7.24,342,7.002,2005
6450.0,StarCraft: The Board Game,/boardgame/22827/starcraft-board-game,7.34,343,7.002,2007
948.0,"The Hunters: German U-Boats at War, 1939-43",/boardgame/113873/hunters-german-u-boats-war-1939-43,7.71,946,6.457,2013
2640.0,Traders of Osaka,/boardgame/24827/traders-osaka,6.86,947,6.457,2006
1184.0,Ghost Blitz 2,/boardgame/118705/ghost-blitz-2,6.81,1601,6.153,2012
2830.0,Tammany Hall,/boardgame/30645/tammany-hall,7.26,584,6.752,2007
3763.0,Container,/boardgame/26990/container,7.12,585,6.752,2007
4676.0,Star Wars: The Card Game,/boardgame/103886/star-wars-card-game,7.29,450,6.88,2012
2116.0,Legendary: Villains – A Marvel Deck Building Game,/boardgame/156689/legendary-villains-marvel-deck-building-game,7.7,451,6.88,2014
987.0,Sentient,/boardgame/223855/sentient,7.42,1048,6.396,2017
1561.0,Show Manager,/boardgame/73/show-manager,7.05,1049,6.396,1996
2358.0,My First Carcassonne,/boardgame/41010/my-first-carcassonne,6.76,1202,6.32,2009
3998.0,Werewolf,/boardgame/925/werewolf,6.6,1203,6.319,1986
792.0,DC Comics Deck-Building Game: Forever Evil,/boardgame/155463/dc-comics-deck-building-game-forever-evil,7.27,1501,6.19,2014
1598.0,Drum Roll,/boardgame/86246/drum-roll,6.97,1112,6.361,2011
1626.0,Kamisado,/boardgame/38545/kamisado,6.96,1113,6.361,2008
1004.0,Advanced Squad Leader: Starter Kit #2,/boardgame/15126/advanced-squad-leader-starter-kit-2,7.9,750,6.596,2005
2975.0,Two Rooms and a Boom,/boardgame/134352/two-rooms-and-boom,7.05,751,6.592,2013
1903.0,Dr. Eureka,/boardgame/181345/dr-eureka,6.74,1302,6.28,2015
760.0,City of Iron: Second Edition,/boardgame/195503/city-iron-second-edition,7.44,1303,6.28,2016
12140.0,Qwirkle,/boardgame/25669/qwirkle,6.81,660,6.671,2006
1942.0,Pathfinder Adventure Card Game: Skull & Shackles – Base Set,/boardgame/151007/pathfinder-adventure-card-game-skull-shackles-base,7.42,661,6.67,2014
18387.0,Forbidden Desert,/boardgame/136063/forbidden-desert,7.24,264,7.101,2013
14544.0,One Night Ultimate Werewolf,/boardgame/147949/one-night-ultimate-werewolf,7.27,265,7.096,2014
22983.0,Sushi Go!,/boardgame/133473/sushi-go,7.11,344,7.0,2013
2496.0,TZAAR,/boardgame/31999/tzaar,7.68,345,6.999,2007
2384.0,Sleuth,/boardgame/594/sleuth,6.9,948,6.457,1971
3109.0,Lost Cities: The Board Game,/boardgame/42487/lost-cities-board-game,6.81,949,6.456,2008
1046.0,City of Remnants,/boardgame/133528/city-remnants,6.89,1602,6.153,2013
614.0,XenoShyft: Dreadmire,/boardgame/189660/xenoshyft-dreadmire,7.47,1603,6.152,2017
5358.0,Morels,/boardgame/122298/morels,7.05,586,6.749,2012
31752.0,Forbidden Island,/boardgame/65244/forbidden-island,6.84,587,6.749,2010
15376.0,Kingdom Builder,/boardgame/107529/kingdom-builder,7.0,452,6.879,2011
2894.0,Yedo,/boardgame/117915/yedo,7.45,453,6.878,2012
2763.0,A Castle for All Seasons,/boardgame/38386/castle-all-seasons,6.77,1050,6.395,2008
821.0,Pax Pamir,/boardgame/155255/pax-pamir,7.66,1051,6.393,2015
944.0,Monsterpocalypse,/boardgame/32674/monsterpocalypse,7.22,1401,6.236,2008
1080.0,Onward to Venus,/boardgame/158109/onward-venus,6.92,1502,6.19,2014
2415.0,Khet: The Laser Game,/boardgame/16991/khet-laser-game,6.55,1503,6.19,2005
1145.0,Mangrovia,/boardgame/165948/mangrovia,7.2,1114,6.36,2014
2136.0,Serenissima (first edition),/boardgame/232/serenissima-first-edition,6.87,1115,6.36,1996
1537.0,Automania,/boardgame/176544/automania,7.39,752,6.591,2015
1190.0,Smash Up: It's Your Fault!,/boardgame/177802/smash-its-your-fault,7.69,753,6.589,2016
1542.0,Cube Quest,/boardgame/137330/cube-quest,6.86,1304,6.28,2013
986.0,Warmachine,/boardgame/4741/warmachine,7.32,1305,6.28,2003
3419.0,Fauna,/boardgame/35497/fauna,7.06,662,6.667,2008
3512.0,Eight-Minute Empire: Legends,/boardgame/142326/eight-minute-empire-legends,7.05,663,6.666,2013
4520.0,Amerigo,/boardgame/137408/amerigo,7.5,266,7.094,2013
16509.0,Kingsburg,/boardgame/27162/kingsburg,7.22,267,7.094,2007
16042.0,Thurn and Taxis,/boardgame/21790/thurn-and-taxis,7.12,346,6.996,2006
3567.0,The Republic of Rome,/boardgame/1513/republic-rome,7.54,347,6.995,1990
445.0,Fallen,/boardgame/140125/fallen,8.06,1801,6.083,2014
2633.0,Space Cadets: Dice Duel,/boardgame/142079/space-cadets-dice-duel,6.87,950,6.456,2013
2043.0,Vampire: The Eternal Struggle,/boardgame/2122/vampire-eternal-struggle,7.11,951,6.456,1994
1617.0,Unusual Suspects,/boardgame/178570/unusual-suspects,6.54,1701,6.115,2015
1019.0,Expedition,/boardgame/223/expedition,6.86,1604,6.151,1996
1462.0,Circus Maximus,/boardgame/244/circus-maximus,6.71,1605,6.151,1979
2178.0,Netrunner,/boardgame/1301/netrunner,7.45,588,6.748,1996
3143.0,Merchant of Venus (second edition),/boardgame/131646/merchant-venus-second-edition,7.2,589,6.747,2012
5266.0,Warhammer: Invasion,/boardgame/47185/warhammer-invasion,7.25,454,6.876,2009
3986.0,World Without End,/boardgame/43528/world-without-end,7.29,455,6.875,2009
1290.0,Unlock! The Formula,/boardgame/216091/unlock-formula,7.16,1052,6.393,2017
1855.0,Arena: Roma II,/boardgame/56931/arena-roma-ii,6.93,1053,6.393,2009
3316.0,Epic Card Game,/boardgame/175621/epic-card-game,6.59,1402,6.236,2015
2353.0,Chicken Cha Cha Cha,/boardgame/3570/chicken-cha-cha-cha,6.62,1403,6.236,1997
627.0,FAB: The Bulge,/boardgame/20133/fab-bulge,7.44,1504,6.189,2008
740.0,Glüx,/boardgame/207207/glux,7.24,1505,6.189,2016
1254.0,Confusion:  Espionage and Deception in the Cold War,/boardgame/2961/confusion-espionage-and-deception-cold-war,7.11,1116,6.359,1992
1723.0,Heroscape Marvel: The Conflict Begins,/boardgame/24703/heroscape-marvel-conflict-begins,6.98,1117,6.359,2007
2679.0,Coconuts,/boardgame/145639/coconuts,7.09,754,6.589,2013
1321.0,Andean Abyss,/boardgame/91080/andean-abyss,7.54,755,6.588,2012
1683.0,Lost Valley,/boardgame/9341/lost-valley,6.79,1306,6.28,2004
1416.0,Wits & Wagers Party,/boardgame/123239/wits-wagers-party,6.92,1307,6.279,2012
1643.0,Railroad Revolution,/boardgame/207691/railroad-revolution,7.46,664,6.664,2016
1039.0,A Distant Plain,/boardgame/127518/distant-plain,7.97,665,6.664,2013
10674.0,Descent: Journeys in the Dark,/boardgame/17226/descent-journeys-dark,7.32,268,7.091,2005
7250.0,Heroscape Master Set: Rise of the Valkyrie,/boardgame/11170/heroscape-master-set-rise-valkyrie,7.42,269,7.09,2004
3358.0,Wallenstein (first edition),/boardgame/3307/wallenstein-first-edition,7.51,348,6.995,2002
3594.0,Snowdonia,/boardgame/119432/snowdonia,7.46,349,6.995,2012
1676.0,BraveRats,/boardgame/112373/braverats,6.49,1802,6.082,2011
1791.0,10 Days in the USA,/boardgame/7866/10-days-usa,6.46,1803,6.082,2003
1128.0,Thunderstone Advance: Numenera,/boardgame/142961/thunderstone-advance-numenera,7.42,952,6.454,2013
2620.0,Empire Builder,/boardgame/168/empire-builder,6.93,953,6.453,1982
602.0,Lock 'n Load: Band of Heroes,/boardgame/18460/lock-n-load-band-heroes,7.42,1702,6.114,2005
1657.0,Gheos,/boardgame/23730/gheos,6.53,1703,6.114,2006
871.0,Don't Mess with Cthulhu,/boardgame/170587/dont-mess-cthulhu,7.01,1606,6.15,2014
744.0,Assault on Doomrock,/boardgame/149241/assault-doomrock,7.17,1607,6.149,2014
4789.0,Celestia,/boardgame/175117/celestia,7.07,590,6.746,2015
3568.0,Tide of Iron,/boardgame/22825/tide-iron,7.24,591,6.745,2007
7203.0,K2,/boardgame/73761/k2,7.11,456,6.875,2010
2161.0,Summoner Wars: Guild Dwarves vs Cave Goblins,/boardgame/82420/summoner-wars-guild-dwarves-vs-cave-goblins,7.62,457,6.874,2009
1255.0,Adventure Time Love Letter,/boardgame/175307/adventure-time-love-letter,7.29,1054,6.393,2015
4263.0,Kingdoms,/boardgame/119/kingdoms,6.64,1055,6.392,1994
1422.0,Capitol,/boardgame/1155/capitol,6.83,1404,6.236,2001
971.0,Silverton,/boardgame/511/silverton,7.1,1405,6.236,1991
3392.0,Sorry! Sliders,/boardgame/37196/sorry-sliders,6.42,1506,6.187,2008
991.0,Funemployed,/boardgame/142296/funemployed,7.01,1507,6.186,2013
1477.0,Horus Heresy (2010),/boardgame/63543/horus-heresy-2010,7.06,1118,6.357,2010
2534.0,Tiny Epic Western,/boardgame/180852/tiny-epic-western,6.81,1119,6.357,2016
3570.0,Santiago de Cuba,/boardgame/104347/santiago-de-cuba,6.95,756,6.588,2011
1808.0,Fields of Green,/boardgame/200954/fields-green,7.26,757,6.588,2016
1335.0,Bottom of the 9th,/boardgame/166286/bottom-9th,6.98,1308,6.279,2015
1974.0,Long Shot,/boardgame/40237/long-shot,6.73,1309,6.277,2009
3295.0,Yggdrasil,/boardgame/71671/yggdrasil,7.07,666,6.662,2011
2379.0,Mint Works,/boardgame/200077/mint-works,7.26,667,6.662,2017
2647.0,Roads & Boats,/boardgame/875/roads-boats,7.74,270,7.087,1999
8272.0,Firefly: The Game,/boardgame/138161/firefly-game,7.41,271,7.087,2013
1401.0,Mythic Battles: Pantheon,/boardgame/186751/mythic-battles-pantheon,8.84,350,6.993,2017
4103.0,Gears of War: The Board Game,/boardgame/42776/gears-war-board-game,7.48,351,6.992,2011
1184.0,Blood Bound,/boardgame/130877/blood-bound,6.69,1804,6.082,2013
636.0,Turning Point: Stalingrad,/boardgame/759/turning-point-stalingrad,7.2,1805,6.081,1989
1641.0,Jump Drive,/boardgame/205597/jump-drive,7.11,954,6.452,2017
1114.0,Rhino Hero: Super Battle,/boardgame/218333/rhino-hero-super-battle,7.43,955,6.452,2017
586.0,Pax Romana,/boardgame/17393/pax-romana,7.34,1704,6.114,2006
1360.0,Duel in the Dark,/boardgame/27048/duel-dark,6.65,1705,6.114,2007
1007.0,Grand Cru,/boardgame/75212/grand-cru,6.85,1608,6.149,2010
1669.0,10 Days in Europe,/boardgame/5867/10-days-europe,6.6,1609,6.148,2002
1272.0,Warhammer Underworlds: Shadespire,/boardgame/224597/warhammer-underworlds-shadespire,8.22,592,6.745,2017
1783.0,Zombicide Season 3: Rue Morgue,/boardgame/161866/zombicide-season-3-rue-morgue,7.68,593,6.742,2015
2138.0,Brew Crafters,/boardgame/139898/brew-crafters,7.6,458,6.871,2013
1339.0,Virgin Queen,/boardgame/41066/virgin-queen,8.07,459,6.871,2012
895.0,Antike II,/boardgame/166857/antike-ii,7.52,1056,6.392,2014
3427.0,Babel,/boardgame/986/babel,6.7,1057,6.392,2000
1472.0,VivaJava: The Coffee Game: The Dice Game,/boardgame/139899/vivajava-coffee-game-dice-game,6.8,1406,6.235,2014
1192.0,Canal Mania,/boardgame/19995/canal-mania,6.91,1407,6.235,2006
1475.0,Merchants of Amsterdam,/boardgame/531/merchants-amsterdam,6.72,1508,6.185,2000
2455.0,Tempus,/boardgame/17161/tempus,6.5,1509,6.185,2006
1223.0,Insider,/boardgame/206051/insider,7.14,1120,6.357,2016
598.0,Navajo Wars,/boardgame/102435/navajo-wars,7.98,1121,6.356,2013
6547.0,Colossal Arena,/boardgame/105/colossal-arena,6.79,758,6.587,1997
1530.0,Fief: France 1429,/boardgame/152470/fief-france-1429,7.49,759,6.585,2015
622.0,The Great Battles of Alexander: Deluxe Edition,/boardgame/11057/great-battles-alexander-deluxe-edition,7.74,1310,6.277,1995
1104.0,Cinque Terre,/boardgame/124052/cinque-terre,7.06,1311,6.276,2013
2688.0,Tales & Games: The Hare & the Tortoise,/boardgame/130176/tales-games-hare-tortoise,7.16,668,6.661,2011
1861.0,Witness,/boardgame/164265/witness,7.36,669,6.661,2014
12385.0,Sentinels of the Multiverse,/boardgame/102652/sentinels-multiverse,7.3,272,7.085,2011
2522.0,Millennium Blades,/boardgame/151347/millennium-blades,7.87,273,7.085,2016
3891.0,DVONN,/boardgame/2346/dvonn,7.44,352,6.99,2001
7624.0,Colosseum,/boardgame/27746/colosseum,7.23,353,6.989,2007
523.0,Fate of the Elder Gods,/boardgame/198609/fate-elder-gods,7.39,1806,6.081,2017
433.0,Defenders of the Last Stand,/boardgame/169464/defenders-last-stand,7.64,1807,6.08,2016
1266.0,Dungeons & Dragons: Temple of Elemental Evil Board Game,/boardgame/172220/dungeons-dragons-temple-elemental-evil-board-game,7.47,956,6.452,2015
1154.0,Omen: A Reign of War,/boardgame/94104/omen-reign-war,7.39,957,6.452,2011
2635.0,Kingmaker,/boardgame/987/kingmaker,6.48,1706,6.114,1974
1561.0,StreetSoccer,/boardgame/3421/streetsoccer,6.56,1707,6.114,2002
602.0,Habitats,/boardgame/200853/habitats,7.35,1610,6.147,2016
1732.0,World of Warcraft Trading Card Game,/boardgame/19643/world-warcraft-trading-card-game,6.69,1611,6.147,2006
2307.0,Pictomania,/boardgame/98229/pictomania,7.35,594,6.742,2011
2556.0,Battles of Westeros,/boardgame/67492/battles-westeros,7.34,595,6.742,2010
4871.0,Onirim (second edition),/boardgame/156336/onirim-second-edition,7.22,460,6.87,2014
3569.0,Tinners' Trail,/boardgame/35570/tinners-trail,7.3,461,6.87,2008
5455.0,Axis & Allies,/boardgame/10093/axis-allies,6.71,1058,6.391,2004
1099.0,Dungeon Twister 2: Prison,/boardgame/42124/dungeon-twister-2-prison,7.33,1059,6.391,2009
3636.0,Villa Paletti,/boardgame/2596/villa-paletti,6.47,1408,6.234,2001
1131.0,King's Forge,/boardgame/126996/kings-forge,7.03,1409,6.233,2014
1102.0,Dimension,/boardgame/153318/dimension,6.88,1510,6.185,2014
4416.0,Balderdash,/boardgame/163/balderdash,6.42,1511,6.185,1984
1292.0,Merlin,/boardgame/230933/merlin,7.15,1122,6.356,2017
1293.0,Love Letter: The Hobbit – The Battle of the Five Armies,/boardgame/169611/love-letter-hobbit-battle-five-armies,7.17,1123,6.356,2015
3269.0,Rialto,/boardgame/119591/rialto,6.95,760,6.584,2013
2591.0,Mottainai,/boardgame/175199/mottainai,7.05,761,6.581,2015
796.0,Explorers of the North Sea,/boardgame/176371/explorers-north-sea,7.42,1312,6.276,2016
1896.0,Euchre,/boardgame/6901/euchre,6.78,1313,6.275,1848
2713.0,Risk: Star Wars Edition,/boardgame/183880/risk-star-wars-edition,7.16,670,6.661,2015
2418.0,Planet Steam,/boardgame/23094/planet-steam,7.22,671,6.66,2008
2991.0,Earth Reborn,/boardgame/73171/earth-reborn,7.75,274,7.083,2010
3458.0,San Juan (second edition),/boardgame/166669/san-juan-second-edition,7.6,275,7.082,2014
2394.0,Rajas of the Ganges,/boardgame/220877/rajas-ganges,7.69,354,6.989,2017
5155.0,Lords of Vegas,/boardgame/20437/lords-vegas,7.33,355,6.989,2010
1189.0,Shark,/boardgame/433/shark,6.65,1808,6.08,1987
6416.0,Monopoly Deal Card Game,/boardgame/40398/monopoly-deal-card-game,6.26,1809,6.08,2008
4770.0,Junta,/boardgame/242/junta,6.74,958,6.451,1978
1779.0,A House Divided,/boardgame/701/house-divided,7.08,959,6.45,1981
832.0,Field Commander: Rommel,/boardgame/28829/field-commander-rommel,6.99,1708,6.113,2008
4002.0,Star Fluxx,/boardgame/102104/star-fluxx,6.4,1709,6.113,2011
563.0,Cruel Necessity,/boardgame/70519/cruel-necessity,7.55,1612,6.146,2013
446.0,Pursuit of Glory,/boardgame/23418/pursuit-glory,7.89,1613,6.146,2008
4296.0,The Speicherstadt,/boardgame/66505/speicherstadt,7.06,596,6.74,2010
3233.0,Tumblin-Dice,/boardgame/16747/tumblin-dice,7.17,597,6.74,2004
1780.0,Monikers,/boardgame/156546/monikers,7.77,462,6.87,2015
1943.0,Heaven & Ale,/boardgame/227789/heaven-ale,7.68,463,6.869,2017
914.0,Rommel in the Desert,/boardgame/84/rommel-desert,7.52,1060,6.391,1982
1788.0,Perikles,/boardgame/21954/perikles,6.94,1061,6.391,2006
1502.0,Lords of Scotland,/boardgame/67888/lords-scotland,6.8,1410,6.233,2010
2072.0,O Zoo le Mio,/boardgame/4218/o-zoo-le-mio,6.63,1411,6.233,2002
429.0,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",/boardgame/38786/red-winter-soviet-attack-tolvajarvi-finland-8-12-d,8.03,1512,6.185,2012
843.0,Timeline Challenge,/boardgame/173156/timeline-challenge,7.1,1513,6.185,2015
2180.0,Sail to India,/boardgame/141736/sail-india,6.8,1124,6.356,2013
1148.0,Council of 4,/boardgame/173101/council-4,7.18,1125,6.355,2015
5807.0,Cleopatra and the Society of Architects,/boardgame/22141/cleopatra-and-society-architects,6.81,762,6.58,2006
4223.0,Evo,/boardgame/1159/evo,6.88,763,6.58,2001
2595.0,Wildlife Safari,/boardgame/398/wildlife-safari,6.61,1314,6.274,1994
3452.0,Nuns on the Run,/boardgame/65515/nuns-run,6.54,1315,6.271,2010
4574.0,Caylus Magna Carta,/boardgame/27364/caylus-magna-carta,6.95,672,6.659,2007
6145.0,Wizard,/boardgame/1465/wizard,6.9,673,6.659,1984
28632.0,Hanabi,/boardgame/98778/hanabi,7.17,276,7.082,2010
3861.0,Roll Player,/boardgame/169426/roll-player,7.57,277,7.082,2016
6635.0,Imhotep,/boardgame/191862/imhotep,7.27,356,6.988,2016
4107.0,Bärenpark,/boardgame/219513/barenpark,7.42,357,6.986,2017
502.0,Space Hulk (second edition),/boardgame/63091/space-hulk-second-edition,7.45,1810,6.08,1996
1711.0,Industria,/boardgame/8124/industria,6.48,1811,6.079,2003
1581.0,The Ancient World,/boardgame/147253/ancient-world,7.14,960,6.45,2014
2645.0,Gulo Gulo,/boardgame/6351/gulo-gulo,6.86,961,6.449,2003
504.0,Krazy Wordz,/boardgame/195372/krazy-wordz,7.48,1710,6.113,2016
1539.0,The Cave,/boardgame/129351/cave,6.57,1711,6.112,2012
1145.0,"Machi Koro: Bright Lights, Big City",/boardgame/205494/machi-koro-bright-lights-big-city,6.85,1614,6.146,2016
869.0,Avenue,/boardgame/205045/avenue,6.98,1615,6.146,2016
2099.0,Bunny Kingdom,/boardgame/184921/bunny-kingdom,7.43,598,6.74,2017
1943.0,Princes of the Renaissance,/boardgame/8045/princes-renaissance,7.44,599,6.74,2003
13620.0,BANG! The Dice Game,/boardgame/143741/bang-dice-game,7.02,464,6.869,2013
2703.0,Age of Industry,/boardgame/65901/age-industry,7.44,465,6.868,2010
956.0,Warriors of God,/boardgame/23679/warriors-god,7.42,1062,6.39,2008
1774.0,Wooden Ships & Iron Men,/boardgame/237/wooden-ships-iron-men,7.01,1063,6.39,1974
5104.0,Abalone,/boardgame/526/abalone,6.44,1412,6.233,1987
946.0,Dreamblade,/boardgame/22897/dreamblade,7.17,1413,6.232,2006
714.0,Dynasties: Heirate & Herrsche,/boardgame/191972/dynasties-heirate-herrsche,7.25,1514,6.185,2016
659.0,Thunder & Lightning,/boardgame/191963/thunder-lightning,7.34,1515,6.185,2016
2912.0,Archaeology: The Card Game,/boardgame/31105/archaeology-card-game,6.7,1126,6.355,2007
2260.0,Ra: The Dice Game,/boardgame/35503/ra-dice-game,6.76,1127,6.354,2009
1021.0,Lords of Hellas,/boardgame/222509/lords-hellas,8.22,764,6.58,2017
5403.0,Dungeon Twister,/boardgame/12995/dungeon-twister,6.84,765,6.578,2004
533.0,SPQR (Deluxe Edition),/boardgame/21551/spqr-deluxe-edition,7.93,1316,6.271,2008
723.0,Ascension: Darkness Unleashed,/boardgame/144864/ascension-darkness-unleashed,7.53,1317,6.271,2013
4685.0,Steam Park,/boardgame/121410/steam-park,6.95,674,6.656,2013
5648.0,Qwixx,/boardgame/131260/qwixx,6.9,675,6.656,2012
2587.0,Shadows of Brimstone: City of the Ancients,/boardgame/146791/shadows-brimstone-city-ancients,8.01,278,7.08,2014
12118.0,Innovation,/boardgame/63888/innovation,7.24,279,7.078,2010
4842.0,Arboretum,/boardgame/140934/arboretum,7.35,358,6.984,2015
5007.0,AquaSphere,/boardgame/159508/aquasphere,7.33,359,6.982,2014
547.0,Pixie Queen,/boardgame/200890/pixie-queen,7.42,1812,6.079,2017
1418.0,The Dwarf King,/boardgame/85250/dwarf-king,6.55,1813,6.079,2011
2219.0,On the Underground,/boardgame/24773/underground,6.92,962,6.449,2006
935.0,A Victory Lost,/boardgame/19622/victory-lost,7.66,963,6.449,2006
1586.0,The City,/boardgame/103649/city,6.54,1712,6.112,2011
13479.0,Zombie Dice,/boardgame/62871/zombie-dice,6.23,1713,6.112,2010
1403.0,Before the Wind,/boardgame/28723/wind,6.66,1616,6.146,2007
856.0,A Brief History of the World,/boardgame/46007/brief-history-world,6.97,1617,6.145,2009
